dataset,protocol,model,seed,missing_pattern,missing_probability,best_epoch,n_params,MAE,Corr,timestamp
MOSEI-Stage4-Fusion,B,F2 GlobalQuery,42,None,0.5,29,566785,0.6381889963194093,0.6249053684857999,2026-09-05 23:47:59
MOSEI-Stage4-Fusion,B,F2 GlobalQuery,42,T missing,0.5,29,566785,0.8038598350891609,0.24201967002260397,2026-09-05 23:48:00
MOSEI-Stage4-Fusion,B,F2 GlobalQuery,42,A missing,0.5,29,566785,0.6393612166167617,0.6231533697206771,2026-09-05 23:48:01
MOSEI-Stage4-Fusion,B,F2 GlobalQuery,42,V missing,0.5,29,566785,0.6431465697331961,0.6237808648346967,2026-09-05 23:48:02
MOSEI-Stage4-Fusion,B,F2 GlobalQuery,42,T+A missing,0.5,29,566785,0.8059009109460904,0.2298380717818836,2026-09-05 23:48:03
MOSEI-Stage4-Fusion,B,F2 GlobalQuery,42,T+V missing,0.5,29,566785,0.8233093313635922,0.20399685359985573,2026-09-05 23:48:04
MOSEI-Stage4-Fusion,B,F2 GlobalQuery,42,A+V missing,0.5,29,566785,0.6421262349264881,0.6234456634805635,2026-09-05 23:48:05
MOSEI-Stage4-Fusion,B,F3 HyperGuided,42,None,0.5,29,632321,0.673750197184131,0.5846811793851614,2026-09-05 23:56:22
MOSEI-Stage4-Fusion,B,F3 HyperGuided,42,T missing,0.5,29,632321,0.8113076786371415,0.2464363308800872,2026-09-05 23:56:23
MOSEI-Stage4-Fusion,B,F3 HyperGuided,42,A missing,0.5,29,632321,0.6650817655617577,0.5893304926026687,2026-09-05 23:56:24
MOSEI-Stage4-Fusion,B,F3 HyperGuided,42,V missing,0.5,29,632321,0.6719413721552935,0.5809568348851358,2026-09-05 23:56:26
MOSEI-Stage4-Fusion,B,F3 HyperGuided,42,T+A missing,0.5,29,632321,0.8005956773351101,0.24633071682494775,2026-09-05 23:56:27
MOSEI-Stage4-Fusion,B,F3 HyperGuided,42,T+V missing,0.5,29,632321,0.8147237931842217,0.21908401401414768,2026-09-05 23:56:28
MOSEI-Stage4-Fusion,B,F3 HyperGuided,42,A+V missing,0.5,29,632321,0.6762964262752444,0.5743126446778634,2026-09-05 23:56:29
MOSEI-Stage4-R2-F3norm,B,F3_norm QNorm,42,None,0.5,18,632321,0.6861263161725736,0.5789509048896259,2026-09-06 07:58:34
MOSEI-Stage4-R2-F3norm,B,F3_norm QNorm,42,T missing,0.5,18,632321,0.8023303737910503,0.26759205505763356,2026-09-06 07:58:35
MOSEI-Stage4-R2-F3norm,B,F3_norm QNorm,42,A missing,0.5,18,632321,0.6631254990270861,0.6017238030742429,2026-09-06 07:58:37
MOSEI-Stage4-R2-F3norm,B,F3_norm QNorm,42,V missing,0.5,18,632321,0.692591890365462,0.570859124312642,2026-09-06 07:58:38
MOSEI-Stage4-R2-F3norm,B,F3_norm QNorm,42,T+A missing,0.5,18,632321,0.803111085572677,0.2264755157232371,2026-09-06 07:58:39
MOSEI-Stage4-R2-F3norm,B,F3_norm QNorm,42,T+V missing,0.5,18,632321,0.8162569201715966,0.231180989139697,2026-09-06 07:58:40
MOSEI-Stage4-R2-F3norm,B,F3_norm QNorm,42,A+V missing,0.5,18,632321,0.6699332921789887,0.5918074343721064,2026-09-06 07:58:41
MOSEI-Stage4-Final-F2noCons,B,"H0+F2        (rep+fusion, 无cons)",42,None,0.5,18,566785,0.65431682716616,0.6090652534467347,2026-09-06 08:28:57
MOSEI-Stage4-Final-F2noCons,B,"H0+F2        (rep+fusion, 无cons)",42,T missing,0.5,18,566785,0.8037094169361214,0.23083557651140998,2026-09-06 08:28:58
MOSEI-Stage4-Final-F2noCons,B,"H0+F2        (rep+fusion, 无cons)",42,A missing,0.5,18,566785,0.6492103372562409,0.6141798870890669,2026-09-06 08:28:59
MOSEI-Stage4-Final-F2noCons,B,"H0+F2        (rep+fusion, 无cons)",42,V missing,0.5,18,566785,0.6594616636914593,0.6086441395851763,2026-09-06 08:29:00
MOSEI-Stage4-Final-F2noCons,B,"H0+F2        (rep+fusion, 无cons)",42,T+A missing,0.5,18,566785,0.8058036331391941,0.23092678458211008,2026-09-06 08:29:02
MOSEI-Stage4-Final-F2noCons,B,"H0+F2        (rep+fusion, 无cons)",42,T+V missing,0.5,18,566785,0.8155719167501739,0.22121721908736555,2026-09-06 08:29:03
MOSEI-Stage4-Final-F2noCons,B,"H0+F2        (rep+fusion, 无cons)",42,A+V missing,0.5,18,566785,0.6544582237346203,0.6112476820347502,2026-09-06 08:29:04
