epoch,train_task,train_cons,norm_full,norm_miss,norm_diff,valid_loss,valid_MAE,valid_Corr,diag_z_mean,diag_z_max,diag_z_std,diag_H_alpha,diag_H_norm,diag_max_alpha,diag_frac_sat
11,0.7675520905083669,0.3123559474670224,25.900839057966923,21.196487985887124,13.460235021329094,0.7158448503673108,0.7158448440766635,0.3597962410059488,27.87833595275879,160.22865295410156,2.044178009033203,0.010914300913806602,0.009934624822955904,0.995593421882713,0.9871589085072231
12,0.7712070699347154,0.3115202656607242,30.52313662791963,25.287554131644782,15.5342313314415,0.6990496894616759,0.6990496899529374,0.41395263770202817,61.894779205322266,359.8277282714844,4.876887798309326,0.13838109139526103,0.1259598976114001,0.9416005721284847,0.8132691278758695
13,0.7627625417460158,0.3118550417480416,41.58518003152401,33.174026684155656,20.560843039980824,0.7232800534442506,0.7232800531225979,0.3537050867411536,29.373382568359375,150.38861083984375,2.1329972743988037,0.004012862528477194,0.003652664884480896,0.9983024359259649,0.9957196361690743
14,0.7809152634664935,0.2742307253628557,278.3744322079349,204.51664594667272,117.96259246929367,0.726664288213637,0.7266642889848807,0.3195893408739145,375.421630859375,1715.2967529296875,29.27398109436035,0.0008158057845831,0.0007425784264366212,0.9996897656053958,0.9989299090422686
15,0.7708268257496432,0.2653066094035997,92.25718999464549,75.69916280986271,43.081685513655586,0.7024798230444957,0.7024798319349335,0.4057497697610494,44.71284866333008,217.68463134765625,3.2182178497314453,0.001704162067454185,0.0015511951623262896,0.9993363026950116,0.9978598180845372
16,0.7589481711277697,0.2224536182337675,68.51316084675594,55.58864351888821,31.327311208392523,0.7376590675214448,0.7376590763300173,0.42582946504772545,49.47525405883789,270.0015563964844,3.6869969367980957,0.05643808625288697,0.05137215998312657,0.9764202844178121,0.9266987693953986
17,0.7478752906052032,0.26269192225450083,40.22650732022229,35.018237434619394,19.77132067752185,0.6968352299376948,0.6968352297433578,0.4263811575851781,33.6514892578125,223.89859008789062,2.617067813873291,0.0457776637074645,0.041668625209865924,0.9820204811691919,0.9454253611556982
18,0.7492337060201876,0.22968602660817805,47.96920255138586,41.27233998075545,23.424654119299845,0.6813381632551782,0.6813381686702971,0.45115958421578134,40.89159393310547,226.90013122558594,3.1441891193389893,0.016932446872134934,0.015412577345792112,0.9930043511367724,0.9775280898876404
19,0.741117894184102,0.2405464071815944,38.66102814274203,34.576004274346595,19.2561006791695,0.6901495700184835,0.6901495744970613,0.41674234552978323,78.94757080078125,355.02801513671875,6.081874847412109,0.023983736513126814,0.021830937775330392,0.9896460117950613,0.9689673622257892
20,0.7465921729519079,0.161919870133441,85.20039040137173,69.35951772491052,38.56881978515475,0.6865537855923655,0.686553781974521,0.44256868992238274,35.03932189941406,209.7554931640625,2.7551608085632324,0.013944787309121288,0.012693092415730297,0.9943881223009129,0.9823434991974318
21,0.7424739006113134,0.1945365117763762,55.36468836341386,47.21380639590742,24.695767141436562,0.689470960820914,0.6894709555766186,0.4149609440055902,47.975948333740234,225.2764892578125,3.442157745361328,0.009810487111224205,0.008929890200953274,0.9959486303258032,0.9871589085072231
22,0.7457695539460122,0.18181612907997322,47.863739504082695,41.400778382116926,20.883376294196733,0.688737803774125,0.6887378074822239,0.4376060187211474,45.81913375854492,255.57501220703125,3.5263547897338867,0.0009431867606799341,0.0008585255876059748,0.9995559553464765,0.9983948635634029
23,0.734947710249045,0.1896658159322897,40.42970309088936,35.72122345650852,17.918464864689206,0.7042913732042665,0.7042913751750427,0.41074066777849805,35.0841178894043,222.72389221191406,2.6400351524353027,0.0005298645781423001,0.0004823035238252026,0.9997967000056104,0.9989299090422686
24,0.7335874325379642,0.19366019545080038,38.378097912014134,34.611489365792,17.447870118135018,0.6851323160052363,0.6851323170202421,0.4283586366019647,34.398712158203125,219.5641326904297,2.572711229324341,2.935673384761684e-06,2.6721650713744653e-06,0.9999996906872929,1.0
25,0.731193395224198,0.18915303233327257,39.9356204816535,36.680414515394745,18.42958279705546,0.6875774655481147,0.6875774640781922,0.4268080514125324,51.14376449584961,298.5916748046875,3.8644587993621826,0.01427640801188054,0.012994946587743327,0.9940686795786781,0.9807383627608347
26,0.7407956018581268,0.2030086206099894,51.681988109092586,47.19370607176158,24.72081529656594,0.6928904378969061,0.6928904449413099,0.4385790517117209,33.72540283203125,224.49537658691406,2.5560801029205322,0.0005646965683006652,0.0005140089676088263,0.9997052098736525,0.9994649545211343
27,0.7334477718778658,0.1864731559598039,38.285080753939724,36.272028815090344,17.73013247968672,0.686462047506361,0.6864620511842349,0.4286243889119059,34.38617706298828,220.44313049316406,2.6031694412231445,0.0016019340745715375,0.0014581432331451747,0.9992788182726003,0.9973247726056714
28,0.729756543818086,0.1834919910833281,39.080851372227166,37.65013235791661,18.2369448047618,0.6961600766933302,0.6961600776242791,0.4097915123348409,40.659393310546875,226.1269989013672,2.9649770259857178,0.003504178733163851,0.0031896409400372742,0.998452487446013,0.9951845906902087
29,0.731124072048505,0.17556261206054335,41.5726719660133,39.34326572975231,18.74180283099367,0.7080267324940032,0.7080267279564528,0.41052057651972595,33.645320892333984,163.16064453125,2.4218385219573975,0.0062146142650043885,0.005656785682361706,0.9974910660565633,0.990904226859283
30,0.727088043054287,0.19112918877872803,36.415520951522886,33.70541205607009,16.824622725971363,0.6844805419413147,0.6844805420982246,0.4304087901001486,37.796966552734375,198.87960815429688,2.806471824645996,0.006203357493872505,0.005646539327712306,0.9971915619650137,0.990904226859283
