timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/09/15 18:53:18.895, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 68, 335.62 W
2026/09/15 18:53:23.897, NVIDIA GeForce RTX 3090, 98 %, 13588 MiB, 24576 MiB, 66, 233.00 W
2026/09/15 18:53:28.898, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 68, 337.17 W
2026/09/15 18:53:33.899, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 235.83 W
2026/09/15 18:53:38.900, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 69, 340.35 W
2026/09/15 18:53:43.902, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 334.56 W
2026/09/15 18:53:48.904, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 278.24 W
2026/09/15 18:53:53.905, NVIDIA GeForce RTX 3090, 94 %, 13588 MiB, 24576 MiB, 70, 336.54 W
2026/09/15 18:53:58.907, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 69, 259.85 W
2026/09/15 18:54:03.908, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.48 W
2026/09/15 18:54:08.909, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 207.44 W
2026/09/15 18:54:13.910, NVIDIA GeForce RTX 3090, 1 %, 13588 MiB, 24576 MiB, 61, 124.28 W
2026/09/15 18:54:18.911, NVIDIA GeForce RTX 3090, 1 %, 13588 MiB, 24576 MiB, 59, 121.64 W
2026/09/15 18:54:23.923, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 58, 120.25 W
2026/09/15 18:54:28.925, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 67, 338.27 W
2026/09/15 18:54:33.926, NVIDIA GeForce RTX 3090, 93 %, 13588 MiB, 24576 MiB, 64, 215.21 W
2026/09/15 18:54:38.927, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 67, 336.36 W
2026/09/15 18:54:43.929, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 287.19 W
2026/09/15 18:54:48.930, NVIDIA GeForce RTX 3090, 97 %, 13588 MiB, 24576 MiB, 67, 333.10 W
2026/09/15 18:54:53.931, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 336.29 W
2026/09/15 18:54:58.932, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 67, 252.43 W
2026/09/15 18:55:03.933, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 338.95 W
2026/09/15 18:55:08.934, NVIDIA GeForce RTX 3090, 80 %, 13588 MiB, 24576 MiB, 67, 239.43 W
2026/09/15 18:55:13.936, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 337.41 W
2026/09/15 18:55:18.937, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 210.90 W
2026/09/15 18:55:23.938, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 335.35 W
2026/09/15 18:55:28.940, NVIDIA GeForce RTX 3090, 92 %, 13588 MiB, 24576 MiB, 70, 337.51 W
2026/09/15 18:55:33.941, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 68, 283.37 W
2026/09/15 18:55:38.942, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 70, 338.54 W
2026/09/15 18:55:43.943, NVIDIA GeForce RTX 3090, 97 %, 13588 MiB, 24576 MiB, 68, 235.01 W
2026/09/15 18:55:48.944, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 61, 123.06 W
2026/09/15 18:55:53.946, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 59, 121.01 W
2026/09/15 18:55:58.947, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 58, 119.74 W
2026/09/15 18:56:03.948, NVIDIA GeForce RTX 3090, 1 %, 13588 MiB, 24576 MiB, 56, 118.59 W
2026/09/15 18:56:08.949, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 56, 118.18 W
2026/09/15 18:56:13.950, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 64, 334.64 W
2026/09/15 18:56:18.951, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 62, 195.80 W
2026/09/15 18:56:23.952, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 66, 336.51 W
2026/09/15 18:56:28.954, NVIDIA GeForce RTX 3090, 92 %, 13588 MiB, 24576 MiB, 68, 333.52 W
2026/09/15 18:56:33.955, NVIDIA GeForce RTX 3090, 1 %, 13588 MiB, 24576 MiB, 61, 148.95 W
2026/09/15 18:56:38.969, NVIDIA GeForce RTX 3090, 1 %, 13588 MiB, 24576 MiB, 58, 119.50 W
2026/09/15 18:56:44.001, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 57, 118.05 W
2026/09/15 18:56:49.002, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 56, 117.65 W
2026/09/15 18:56:54.014, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 55, 116.60 W
2026/09/15 18:56:59.015, NVIDIA GeForce RTX 3090, 94 %, 13588 MiB, 24576 MiB, 62, 334.79 W
2026/09/15 18:57:04.016, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 65, 337.56 W
2026/09/15 18:57:09.017, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 65, 269.72 W
2026/09/15 18:57:14.019, NVIDIA GeForce RTX 3090, 97 %, 13588 MiB, 24576 MiB, 67, 336.22 W
2026/09/15 18:57:19.020, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 62, 276.72 W
2026/09/15 18:57:24.021, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 68, 337.45 W
2026/09/15 18:57:29.022, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 65, 222.64 W
2026/09/15 18:57:34.024, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 68, 335.33 W
2026/09/15 18:57:39.025, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 230.58 W
2026/09/15 18:57:44.026, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 336.95 W
2026/09/15 18:57:49.028, NVIDIA GeForce RTX 3090, 91 %, 13588 MiB, 24576 MiB, 69, 333.36 W
2026/09/15 18:57:54.029, NVIDIA GeForce RTX 3090, 83 %, 13588 MiB, 24576 MiB, 69, 336.88 W
2026/09/15 18:57:59.030, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.45 W
2026/09/15 18:58:04.031, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 68, 201.59 W
2026/09/15 18:58:09.033, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.23 W
2026/09/15 18:58:14.034, NVIDIA GeForce RTX 3090, 29 %, 13588 MiB, 24576 MiB, 67, 200.94 W
2026/09/15 18:58:19.036, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 336.54 W
2026/09/15 18:58:24.047, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 279.43 W
2026/09/15 18:58:29.048, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 335.93 W
2026/09/15 18:58:34.049, NVIDIA GeForce RTX 3090, 92 %, 13588 MiB, 24576 MiB, 70, 338.94 W
2026/09/15 18:58:39.050, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 68, 210.68 W
2026/09/15 18:58:44.052, NVIDIA GeForce RTX 3090, 97 %, 13588 MiB, 24576 MiB, 69, 335.68 W
2026/09/15 18:58:49.053, NVIDIA GeForce RTX 3090, 97 %, 13588 MiB, 24576 MiB, 68, 216.47 W
2026/09/15 18:58:54.054, NVIDIA GeForce RTX 3090, 91 %, 13588 MiB, 24576 MiB, 69, 333.30 W
2026/09/15 18:58:59.056, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 257.56 W
2026/09/15 18:59:04.057, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 337.28 W
2026/09/15 18:59:09.059, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.76 W
2026/09/15 18:59:14.060, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 67, 206.76 W
2026/09/15 18:59:19.062, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 339.06 W
2026/09/15 18:59:24.063, NVIDIA GeForce RTX 3090, 97 %, 13588 MiB, 24576 MiB, 68, 216.18 W
2026/09/15 18:59:29.064, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 338.49 W
2026/09/15 18:59:34.066, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 267.46 W
2026/09/15 18:59:39.066, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 333.52 W
2026/09/15 18:59:44.067, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 339.87 W
2026/09/15 18:59:49.069, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 214.38 W
2026/09/15 18:59:54.070, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.71 W
2026/09/15 18:59:59.071, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 200.75 W
2026/09/15 19:00:04.073, NVIDIA GeForce RTX 3090, 94 %, 13588 MiB, 24576 MiB, 69, 335.62 W
2026/09/15 19:00:09.074, NVIDIA GeForce RTX 3090, 12 %, 13588 MiB, 24576 MiB, 67, 313.72 W
2026/09/15 19:00:14.072, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.73 W
2026/09/15 19:00:19.072, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 335.22 W
2026/09/15 19:00:24.070, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 286.38 W
2026/09/15 19:00:29.070, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 338.78 W
2026/09/15 19:00:34.069, NVIDIA GeForce RTX 3090, 97 %, 13588 MiB, 24576 MiB, 69, 251.45 W
2026/09/15 19:00:39.068, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 335.07 W
2026/09/15 19:00:44.067, NVIDIA GeForce RTX 3090, 5 %, 13588 MiB, 24576 MiB, 65, 201.40 W
2026/09/15 19:00:49.066, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 70, 333.92 W
2026/09/15 19:00:54.065, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 71, 340.14 W
2026/09/15 19:00:59.064, NVIDIA GeForce RTX 3090, 93 %, 13588 MiB, 24576 MiB, 68, 307.31 W
2026/09/15 19:01:04.063, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 334.52 W
2026/09/15 19:01:09.062, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 68, 281.88 W
2026/09/15 19:01:14.061, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 334.08 W
2026/09/15 19:01:19.060, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 68, 196.15 W
2026/09/15 19:01:24.059, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.25 W
2026/09/15 19:01:29.058, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 338.76 W
2026/09/15 19:01:34.057, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 313.61 W
2026/09/15 19:01:39.056, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 338.39 W
2026/09/15 19:01:44.056, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 280.07 W
2026/09/15 19:01:49.054, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 69, 334.39 W
2026/09/15 19:01:54.054, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 201.52 W
2026/09/15 19:01:59.052, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 69, 336.11 W
2026/09/15 19:02:04.052, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 335.17 W
2026/09/15 19:02:09.051, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 336.84 W
2026/09/15 19:02:14.050, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 70, 338.42 W
2026/09/15 19:02:19.049, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 282.08 W
2026/09/15 19:02:24.048, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 335.84 W
2026/09/15 19:02:29.049, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 201.95 W
2026/09/15 19:02:34.050, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 70, 340.26 W
2026/09/15 19:02:39.051, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 335.33 W
2026/09/15 19:02:44.052, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 337.20 W
2026/09/15 19:02:49.054, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 70, 337.73 W
2026/09/15 19:02:54.055, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 66, 280.50 W
2026/09/15 19:02:59.055, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 338.58 W
2026/09/15 19:03:04.057, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 68, 189.42 W
2026/09/15 19:03:09.058, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 69, 334.65 W
2026/09/15 19:03:14.059, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.78 W
2026/09/15 19:03:19.060, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 287.33 W
2026/09/15 19:03:24.062, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 335.94 W
2026/09/15 19:03:29.063, NVIDIA GeForce RTX 3090, 89 %, 13588 MiB, 24576 MiB, 68, 241.11 W
2026/09/15 19:03:34.064, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 338.17 W
2026/09/15 19:03:39.065, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 216.72 W
2026/09/15 19:03:44.066, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 337.55 W
2026/09/15 19:03:49.067, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.52 W
2026/09/15 19:03:54.069, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 69, 291.29 W
2026/09/15 19:03:59.070, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.21 W
2026/09/15 19:04:04.071, NVIDIA GeForce RTX 3090, 94 %, 13588 MiB, 24576 MiB, 69, 267.12 W
2026/09/15 19:04:09.072, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 70, 338.01 W
2026/09/15 19:04:14.073, NVIDIA GeForce RTX 3090, 14 %, 13588 MiB, 24576 MiB, 67, 187.10 W
2026/09/15 19:04:19.074, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.39 W
2026/09/15 19:04:24.075, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 335.55 W
2026/09/15 19:04:29.077, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 68, 211.64 W
2026/09/15 19:04:34.078, NVIDIA GeForce RTX 3090, 89 %, 13588 MiB, 24576 MiB, 70, 332.89 W
2026/09/15 19:04:39.079, NVIDIA GeForce RTX 3090, 97 %, 13588 MiB, 24576 MiB, 67, 199.88 W
2026/09/15 19:04:44.080, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.30 W
2026/09/15 19:04:49.082, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 66, 268.92 W
2026/09/15 19:04:54.083, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 336.70 W
2026/09/15 19:04:59.084, NVIDIA GeForce RTX 3090, 92 %, 13588 MiB, 24576 MiB, 70, 335.81 W
2026/09/15 19:05:04.085, NVIDIA GeForce RTX 3090, 99 %, 13588 MiB, 24576 MiB, 65, 209.32 W
2026/09/15 19:05:09.087, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 337.23 W
2026/09/15 19:05:14.088, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 201.16 W
2026/09/15 19:05:19.089, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 336.20 W
2026/09/15 19:05:24.090, NVIDIA GeForce RTX 3090, 29 %, 13588 MiB, 24576 MiB, 68, 318.94 W
2026/09/15 19:05:29.091, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 69, 337.60 W
2026/09/15 19:05:34.093, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.76 W
2026/09/15 19:05:39.094, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 229.87 W
2026/09/15 19:05:44.095, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 336.24 W
2026/09/15 19:05:49.096, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 67, 227.61 W
2026/09/15 19:05:54.098, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 338.31 W
2026/09/15 19:05:59.099, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 66, 277.49 W
2026/09/15 19:06:04.100, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 337.66 W
2026/09/15 19:06:09.101, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 71, 337.55 W
2026/09/15 19:06:14.103, NVIDIA GeForce RTX 3090, 99 %, 13588 MiB, 24576 MiB, 67, 216.93 W
2026/09/15 19:06:19.104, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 335.85 W
2026/09/15 19:06:24.105, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 201.01 W
2026/09/15 19:06:29.107, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 332.90 W
2026/09/15 19:06:34.147, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 66, 278.46 W
2026/09/15 19:06:39.148, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 337.11 W
2026/09/15 19:06:44.150, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.02 W
2026/09/15 19:06:49.151, NVIDIA GeForce RTX 3090, 97 %, 13588 MiB, 24576 MiB, 69, 238.75 W
2026/09/15 19:06:54.152, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 334.96 W
2026/09/15 19:06:59.153, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 68, 209.44 W
2026/09/15 19:07:04.155, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 337.81 W
2026/09/15 19:07:09.156, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 249.92 W
2026/09/15 19:07:14.157, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 338.19 W
2026/09/15 19:07:19.158, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 71, 336.39 W
2026/09/15 19:07:24.159, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 69, 238.93 W
2026/09/15 19:07:29.160, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 335.87 W
2026/09/15 19:07:34.162, NVIDIA GeForce RTX 3090, 97 %, 13588 MiB, 24576 MiB, 68, 214.71 W
2026/09/15 19:07:39.163, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 335.14 W
2026/09/15 19:07:44.164, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 257.71 W
2026/09/15 19:07:49.165, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 335.26 W
2026/09/15 19:07:54.166, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 338.00 W
2026/09/15 19:07:59.167, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 67, 211.09 W
2026/09/15 19:08:04.168, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 334.35 W
2026/09/15 19:08:09.169, NVIDIA GeForce RTX 3090, 67 %, 13588 MiB, 24576 MiB, 67, 196.67 W
2026/09/15 19:08:14.171, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.06 W
2026/09/15 19:08:19.172, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 66, 286.24 W
2026/09/15 19:08:24.173, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 336.50 W
2026/09/15 19:08:29.174, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.21 W
2026/09/15 19:08:34.175, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 68, 220.87 W
2026/09/15 19:08:39.177, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 336.18 W
2026/09/15 19:08:44.178, NVIDIA GeForce RTX 3090, 97 %, 13588 MiB, 24576 MiB, 68, 210.42 W
2026/09/15 19:08:49.179, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 333.43 W
2026/09/15 19:08:54.181, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 264.36 W
2026/09/15 19:08:59.182, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 339.90 W
2026/09/15 19:09:04.183, NVIDIA GeForce RTX 3090, 92 %, 13588 MiB, 24576 MiB, 71, 339.43 W
2026/09/15 19:09:09.185, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 67, 205.37 W
2026/09/15 19:09:14.186, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 334.14 W
2026/09/15 19:09:19.187, NVIDIA GeForce RTX 3090, 18 %, 13588 MiB, 24576 MiB, 64, 204.68 W
2026/09/15 19:09:24.188, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 335.52 W
2026/09/15 19:09:29.189, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 66, 262.86 W
2026/09/15 19:09:34.190, NVIDIA GeForce RTX 3090, 99 %, 13588 MiB, 24576 MiB, 69, 336.82 W
2026/09/15 19:09:39.192, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.46 W
2026/09/15 19:09:44.193, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 68, 236.06 W
2026/09/15 19:09:49.194, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 339.15 W
2026/09/15 19:09:54.196, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 67, 189.65 W
2026/09/15 19:09:59.197, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 337.15 W
2026/09/15 19:10:04.198, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 66, 279.62 W
2026/09/15 19:10:09.199, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 69, 329.50 W
2026/09/15 19:10:14.200, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 71, 336.99 W
2026/09/15 19:10:19.201, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 210.05 W
2026/09/15 19:10:24.202, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.35 W
2026/09/15 19:10:29.203, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 200.80 W
2026/09/15 19:10:34.204, NVIDIA GeForce RTX 3090, 90 %, 13588 MiB, 24576 MiB, 70, 337.24 W
2026/09/15 19:10:39.205, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.57 W
2026/09/15 19:10:44.206, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 335.60 W
2026/09/15 19:10:49.207, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.76 W
2026/09/15 19:10:54.247, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 280.69 W
2026/09/15 19:10:59.249, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 335.52 W
2026/09/15 19:11:04.250, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 201.35 W
2026/09/15 19:11:09.251, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 338.46 W
2026/09/15 19:11:14.253, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 71, 336.72 W
2026/09/15 19:11:19.254, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 272.48 W
2026/09/15 19:11:24.255, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 70, 334.59 W
2026/09/15 19:11:29.257, NVIDIA GeForce RTX 3090, 93 %, 13588 MiB, 24576 MiB, 69, 255.28 W
2026/09/15 19:11:34.258, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.40 W
2026/09/15 19:11:39.260, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 231.39 W
