family,condition,metric,variant,reference,n_seeds,variant_mean,variant_sample_std,reference_mean,reference_sample_std,paired_difference_mean,paired_difference_sample_std,improved_seeds
representation,T missing,legacy_D_cross,B3_POINT,H0,3,0.7305406734570835,0.00946698894264385,0.7373483661019012,0.040726623493362916,-0.006807692644817731,0.039504192389192595,1
representation,T missing,legacy_D_cross,REL,H0,3,0.7898524542244488,0.07151202679874404,0.7373483661019012,0.040726623493362916,0.05250408812254744,0.09642266934895515,1
representation,T missing,legacy_D_cross,REL,B3_POINT,3,0.7898524542244488,0.07151202679874404,0.7305406734570835,0.00946698894264385,0.05931178076736517,0.08080815114302524,1
representation,T missing,relational_drift_rms,H0,B3_POINT,3,0.5005544208536041,0.051014278841727566,0.3566047367050224,0.04262300946645199,0.1439496841485817,0.08308913084015296,0
representation,T missing,relational_drift_rms,B3_POINT,H0,3,0.3566047367050224,0.04262300946645199,0.5005544208536041,0.051014278841727566,-0.1439496841485817,0.08308913084015296,3
representation,T missing,relational_drift_rms,REL,H0,3,0.20053203170741205,0.018120501984395476,0.5005544208536041,0.051014278841727566,-0.300022389146192,0.053893707982156584,3
representation,T missing,relational_drift_rms,REL,B3_POINT,3,0.20053203170741205,0.018120501984395476,0.3566047367050224,0.04262300946645199,-0.15607270499761033,0.029832693293078458,3
representation,T missing,shared_reference_D_cross,H0,B3_POINT,3,0.7373483661019012,0.040726623493362916,0.7166648072351182,0.14825022638638316,0.02068355886678319,0.18871493996872946,2
representation,T missing,shared_reference_D_cross,B3_POINT,H0,3,0.7166648072351182,0.14825022638638316,0.7373483661019012,0.040726623493362916,-0.02068355886678319,0.18871493996872946,1
representation,T missing,shared_reference_D_cross,REL,H0,3,1.012417003514931,0.4061824065246339,0.7373483661019012,0.040726623493362916,0.27506863741302945,0.44127790025041286,1
representation,T missing,shared_reference_D_cross,REL,B3_POINT,3,1.012417003514931,0.4061824065246339,0.7166648072351182,0.14825022638638316,0.29575219627981264,0.27827975676720207,0
representation,T+A missing,absolute_l2,H0,B3_POINT,3,9.08801052082456,3.166674896995214,8.357425702055203,0.3235614632035072,0.7305848187693558,2.848736810362675,2
representation,T+A missing,absolute_l2,B3_POINT,H0,3,8.357425702055203,0.3235614632035072,9.08801052082456,3.166674896995214,-0.7305848187693558,2.848736810362675,1
representation,T+A missing,absolute_l2,REL,H0,3,11.612522454018489,2.5165221057151945,9.08801052082456,3.166674896995214,2.5245119331939296,4.766205074710295,1
representation,T+A missing,absolute_l2,REL,B3_POINT,3,11.612522454018489,2.5165221057151945,8.357425702055203,0.3235614632035072,3.255096751963286,2.6103547354888863,0
representation,T+A missing,cosine_drift,H0,B3_POINT,3,0.3994155166995362,0.03104638275594614,0.2425928301318002,0.044969165266446814,0.15682268656773599,0.049810447371672846,0
representation,T+A missing,cosine_drift,B3_POINT,H0,3,0.2425928301318002,0.044969165266446814,0.3994155166995362,0.03104638275594614,-0.15682268656773599,0.049810447371672846,3
representation,T+A missing,cosine_drift,REL,H0,3,0.2120007774718915,0.03307330766189194,0.3994155166995362,0.03104638275594614,-0.18741473922764462,0.05885914257065711,3
representation,T+A missing,cosine_drift,REL,B3_POINT,3,0.2120007774718915,0.03307330766189194,0.2425928301318002,0.044969165266446814,-0.030592052659908654,0.03678539589196566,2
representation,T+A missing,legacy_D_cross,H0,B3_POINT,3,0.861258389424992,0.046017336785795594,0.8504269107007496,0.03702580980170812,0.01083147872424232,0.07099372279310334,2
representation,T+A missing,legacy_D_cross,B3_POINT,H0,3,0.8504269107007496,0.03702580980170812,0.861258389424992,0.046017336785795594,-0.01083147872424232,0.07099372279310334,1
representation,T+A missing,legacy_D_cross,REL,H0,3,0.9275597272500345,0.14318966767367347,0.861258389424992,0.046017336785795594,0.06630133782504259,0.14027629407903713,1
representation,T+A missing,legacy_D_cross,REL,B3_POINT,3,0.9275597272500345,0.14318966767367347,0.8504269107007496,0.03702580980170812,0.0771328165492849,0.11726276051173827,1
representation,T+A missing,relational_drift_rms,H0,B3_POINT,3,0.5083865629758754,0.04336297551813541,0.3696844457294986,0.048839227996499084,0.1387021172463768,0.07837093151086742,0
representation,T+A missing,relational_drift_rms,B3_POINT,H0,3,0.3696844457294986,0.048839227996499084,0.5083865629758754,0.04336297551813541,-0.1387021172463768,0.07837093151086742,3
representation,T+A missing,relational_drift_rms,REL,H0,3,0.21911846115939673,0.018103784478766646,0.5083865629758754,0.04336297551813541,-0.28926810181647866,0.04106909644500397,3
representation,T+A missing,relational_drift_rms,REL,B3_POINT,3,0.21911846115939673,0.018103784478766646,0.3696844457294986,0.048839227996499084,-0.15056598457010184,0.03844211938995154,3
representation,T+A missing,shared_reference_D_cross,H0,B3_POINT,3,0.861258389424992,0.046017336785795594,0.8400832899052912,0.21373738698127784,0.02117509951970072,0.23847045552797358,2
representation,T+A missing,shared_reference_D_cross,B3_POINT,H0,3,0.8400832899052912,0.21373738698127784,0.861258389424992,0.046017336785795594,-0.02117509951970072,0.23847045552797358,1
representation,T+A missing,shared_reference_D_cross,REL,H0,3,1.2053402003390559,0.5680119594636285,0.861258389424992,0.046017336785795594,0.3440818109140638,0.5747908398684662,1
