family,condition,metric,variant,reference,n_seeds,variant_mean,variant_sample_std,reference_mean,reference_sample_std,paired_difference_mean,paired_difference_sample_std,improved_seeds
task,A+V missing,DeltaCorr,H0,B3_POINT,3,0.006587616984152556,0.0032911766225148407,-0.0016447780378311034,0.020501515621630488,0.00823239502198366,0.019474346082136315,1
task,A+V missing,DeltaCorr,B3_POINT,H0,3,-0.0016447780378311034,0.020501515621630488,0.006587616984152556,0.0032911766225148407,-0.00823239502198366,0.019474346082136315,2
task,A+V missing,DeltaCorr,REL,H0,3,0.006960429972841335,0.020432949156739665,0.006587616984152556,0.0032911766225148407,0.00037281298868877916,0.020809413458692888,2
task,A+V missing,DeltaCorr,REL,B3_POINT,3,0.006960429972841335,0.020432949156739665,-0.0016447780378311034,0.020501515621630488,0.008605208010672438,0.008726060778050085,1
task,A+V missing,DeltaMAE,H0,B3_POINT,3,0.002612257996125115,0.009647140645789495,-0.007108361750650734,0.007310288470048299,0.00972061974677585,0.015411940728287983,1
task,A+V missing,DeltaMAE,B3_POINT,H0,3,-0.007108361750650734,0.007310288470048299,0.002612257996125115,0.009647140645789495,-0.00972061974677585,0.015411940728287983,2
task,A+V missing,DeltaMAE,REL,H0,3,0.005733155317738843,0.015797498287011345,0.002612257996125115,0.009647140645789495,0.0031208973216137284,0.01841063268888244,1
task,A+V missing,DeltaMAE,REL,B3_POINT,3,0.005733155317738843,0.015797498287011345,-0.007108361750650734,0.007310288470048299,0.012841517068389577,0.011330152719928543,0
task,A+V missing,MAE,H0,B3_POINT,3,0.6717263968767471,0.004521616856853108,0.6565987760333082,0.008949975500404791,0.015127620843438846,0.012925371616184228,0
task,A+V missing,MAE,B3_POINT,H0,3,0.6565987760333082,0.008949975500404791,0.6717263968767471,0.004521616856853108,-0.015127620843438846,0.012925371616184228,3
task,A+V missing,MAE,REL,H0,3,0.6623332754393437,0.005725194821678854,0.6717263968767471,0.004521616856853108,-0.009393121437403265,0.010085333895008488,3
task,A+V missing,MAE,REL,B3_POINT,3,0.6623332754393437,0.005725194821678854,0.6565987760333082,0.008949975500404791,0.00573449940603558,0.0036792848135118335,0
task,None,Corr,H0,B3_POINT,3,0.5956543053274869,0.004762962573220707,0.6015538224578538,0.007081943205019201,-0.00589951713036696,0.004769953256844538,3
task,None,Corr,B3_POINT,H0,3,0.6015538224578538,0.007081943205019201,0.5956543053274869,0.004762962573220707,0.00589951713036696,0.004769953256844538,0
task,None,Corr,REL,H0,3,0.6028723996080111,0.009316659202754235,0.5956543053274869,0.004762962573220707,0.0072180942805242605,0.004664343415206105,0
task,None,Corr,REL,B3_POINT,3,0.6028723996080111,0.009316659202754235,0.6015538224578538,0.007081943205019201,0.0013185771501573,0.007312293310571478,1
task,None,DeltaCorr,H0,B3_POINT,3,0.0,0.0,0.0,0.0,0.0,0.0,0
task,None,DeltaCorr,B3_POINT,H0,3,0.0,0.0,0.0,0.0,0.0,0.0,0
task,None,DeltaCorr,REL,H0,3,0.0,0.0,0.0,0.0,0.0,0.0,0
task,None,DeltaCorr,REL,B3_POINT,3,0.0,0.0,0.0,0.0,0.0,0.0,0
task,None,DeltaMAE,H0,B3_POINT,3,0.0,0.0,0.0,0.0,0.0,0.0,0
task,None,DeltaMAE,B3_POINT,H0,3,0.0,0.0,0.0,0.0,0.0,0.0,0
task,None,DeltaMAE,REL,H0,3,0.0,0.0,0.0,0.0,0.0,0.0,0
task,None,DeltaMAE,REL,B3_POINT,3,0.0,0.0,0.0,0.0,0.0,0.0,0
task,None,MAE,H0,B3_POINT,3,0.669114138880622,0.00578572601663997,0.663707137783959,0.0020201374916788703,0.005407001096662996,0.006693536326201797,0
task,None,MAE,B3_POINT,H0,3,0.663707137783959,0.0020201374916788703,0.669114138880622,0.00578572601663997,-0.005407001096662996,0.006693536326201797,3
task,None,MAE,REL,H0,3,0.6566001201216051,0.012583807739568237,0.669114138880622,0.00578572601663997,-0.012514018759016995,0.010093017622989508,3
task,None,MAE,REL,B3_POINT,3,0.6566001201216051,0.012583807739568237,0.663707137783959,0.0020201374916788703,-0.007107017662353998,0.014497621975441823,2
task,T missing,Corr,H0,B3_POINT,3,0.27708091266752893,0.016876866454533034,0.27590882855538124,0.02735708318898068,0.0011720841121477439,0.014081460468798499,1
task,T missing,Corr,B3_POINT,H0,3,0.27590882855538124,0.02735708318898068,0.27708091266752893,0.016876866454533034,-0.0011720841121477439,0.014081460468798499,2
task,T missing,Corr,REL,H0,3,0.29114570324477124,0.006469552779252888,0.27708091266752893,0.016876866454533034,0.014064790577242303,0.019024692866453384,1
task,T missing,Corr,REL,B3_POINT,3,0.29114570324477124,0.006469552779252888,0.27590882855538124,0.02735708318898068,0.015236874689390048,0.026320018031747643,1
task,T missing,DeltaCorr,H0,B3_POINT,3,0.31857339265995793,0.014883615719294018,0.3256449939024726,0.02041069313859147,-0.007071601242514695,0.014261518967382942,2
task,T missing,DeltaCorr,B3_POINT,H0,3,0.3256449939024726,0.02041069313859147,0.31857339265995793,0.014883615719294018,0.007071601242514695,0.014261518967382942,1
task,T missing,DeltaCorr,REL,H0,3,0.31172669636323985,0.005241807761731475,0.31857339265995793,0.014883615719294018,-0.006846696296718043,0.01920148265434955,1
task,T missing,DeltaCorr,REL,B3_POINT,3,0.31172669636323985,0.005241807761731475,0.3256449939024726,0.02041069313859147,-0.013918297539232738,0.025640143734071495,2
task,T missing,DeltaMAE,H0,B3_POINT,3,0.13335910776543258,0.00821193159491116,0.1424676686545671,0.006170423791976145,-0.009108560889134512,0.008268957370397364,3
task,T missing,DeltaMAE,B3_POINT,H0,3,0.1424676686545671,0.006170423791976145,0.13335910776543258,0.00821193159491116,0.009108560889134512,0.008268957370397364,0
task,T missing,DeltaMAE,REL,H0,3,0.1468540593481347,0.009060423789996696,0.13335910776543258,0.00821193159491116,0.013494951582702122,0.012507840658303427,1
task,T missing,DeltaMAE,REL,B3_POINT,3,0.1468540593481347,0.009060423789996696,0.1424676686545671,0.006170423791976145,0.00438639069356761,0.015033107767540308,1
task,T missing,MAE,H0,B3_POINT,3,0.8024732466460546,0.002604822235863426,0.8061748064385261,0.004575781906342521,-0.003701559792471517,0.0029622606143219735,3
task,T missing,MAE,B3_POINT,H0,3,0.8061748064385261,0.004575781906342521,0.8024732466460546,0.002604822235863426,0.003701559792471517,0.0029622606143219735,0
task,T missing,MAE,REL,H0,3,0.8034541794697397,0.007004192546001307,0.8024732466460546,0.002604822235863426,0.0009809328236851285,0.009301675753825685,2
task,T missing,MAE,REL,B3_POINT,3,0.8034541794697397,0.007004192546001307,0.8061748064385261,0.004575781906342521,-0.002720626968786388,0.009579676206751772,2
task,T+A missing,Corr,H0,B3_POINT,3,0.2345425734519353,0.009188228992818627,0.22944642665797207,0.0050320049544518445,0.00509614679396327,0.012078228213776831,2
task,T+A missing,Corr,B3_POINT,H0,3,0.22944642665797207,0.0050320049544518445,0.2345425734519353,0.009188228992818627,-0.00509614679396327,0.012078228213776831,1
task,T+A missing,Corr,REL,H0,3,0.25008274495292004,0.004875468910492855,0.2345425734519353,0.009188228992818627,0.015540171500984737,0.012051930152827392,0
task,T+A missing,Corr,REL,B3_POINT,3,0.25008274495292004,0.004875468910492855,0.22944642665797207,0.0050320049544518445,0.020636318294948008,0.00019921230711000305,0
task,T+A missing,DeltaCorr,H0,B3_POINT,3,0.3611117318755515,0.011440272125920215,0.3721073957998818,0.005385548767218576,-0.010995663924330231,0.015847746885821416,2
task,T+A missing,DeltaCorr,B3_POINT,H0,3,0.3721073957998818,0.005385548767218576,0.3611117318755515,0.011440272125920215,0.010995663924330231,0.015847746885821416,1
task,T+A missing,DeltaCorr,REL,H0,3,0.35278965465509105,0.004441191079278701,0.3611117318755515,0.011440272125920215,-0.008322077220460486,0.008658565914396529,2
task,T+A missing,DeltaCorr,REL,B3_POINT,3,0.35278965465509105,0.004441191079278701,0.3721073957998818,0.005385548767218576,-0.019317741144790717,0.007323540415029578,3
task,T+A missing,DeltaMAE,H0,B3_POINT,3,0.14077090944617965,0.007837343232506488,0.14890191997853738,0.007514470660692919,-0.008131010532357727,0.012004452666776817,2
task,T+A missing,DeltaMAE,B3_POINT,H0,3,0.14890191997853738,0.007514470660692919,0.14077090944617965,0.007837343232506488,0.008131010532357727,0.012004452666776817,1
task,T+A missing,DeltaMAE,REL,H0,3,0.14905231008254669,0.009406610602060769,0.14077090944617965,0.007837343232506488,0.008281400636367028,0.004961125318339162,0
task,T+A missing,DeltaMAE,REL,B3_POINT,3,0.14905231008254669,0.009406610602060769,0.14890191997853738,0.007514470660692919,0.00015039010400930142,0.015631501125823587,2
task,T+A missing,MAE,H0,B3_POINT,3,0.8098850483268016,0.003299209650756264,0.8126090577624963,0.005794404030627012,-0.0027240094356947298,0.008454921063545612,2
task,T+A missing,MAE,B3_POINT,H0,3,0.8126090577624963,0.005794404030627012,0.8098850483268016,0.003299209650756264,0.0027240094356947298,0.008454921063545612,1
task,T+A missing,MAE,REL,H0,3,0.8056524302041517,0.003201855571860226,0.8098850483268016,0.003299209650756264,-0.004232618122649967,0.006423239080266814,2
task,T+A missing,MAE,REL,B3_POINT,3,0.8056524302041517,0.003201855571860226,0.8126090577624963,0.005794404030627012,-0.006956627558344697,0.005181660673883565,3
task,T+V missing,Corr,H0,B3_POINT,3,0.22130324294855255,0.006908461522964629,0.21392531922881478,0.02440339105382907,0.00737792371973776,0.02499410083245256,1
task,T+V missing,Corr,B3_POINT,H0,3,0.21392531922881478,0.02440339105382907,0.22130324294855255,0.006908461522964629,-0.00737792371973776,0.02499410083245256,2
task,T+V missing,Corr,REL,H0,3,0.23974865357321615,0.00398124686106251,0.22130324294855255,0.006908461522964629,0.018445410624663556,0.0030358977309100452,0
task,T+V missing,Corr,REL,B3_POINT,3,0.23974865357321615,0.00398124686106251,0.21392531922881478,0.02440339105382907,0.025823334344401316,0.025109912319012176,0
task,T+V missing,DeltaCorr,H0,B3_POINT,3,0.37435106237893434,0.010234526331109287,0.387628503229039,0.02378913798622059,-0.013277440850104738,0.026449218207331284,2
task,T+V missing,DeltaCorr,B3_POINT,H0,3,0.387628503229039,0.02378913798622059,0.37435106237893434,0.010234526331109287,0.013277440850104738,0.026449218207331284,1
task,T+V missing,DeltaCorr,REL,H0,3,0.36312374603479497,0.011894221973353438,0.37435106237893434,0.010234526331109287,-0.011227316344139296,0.005462563940351412,3
task,T+V missing,DeltaCorr,REL,B3_POINT,3,0.36312374603479497,0.011894221973353438,0.387628503229039,0.02378913798622059,-0.024504757194244036,0.031562427632467395,2
task,T+V missing,DeltaMAE,H0,B3_POINT,3,0.14852472259897398,0.005931328268502288,0.15832312080159464,0.005907209139311449,-0.009798398202620665,0.010572418754133492,2
task,T+V missing,DeltaMAE,B3_POINT,H0,3,0.15832312080159464,0.005907209139311449,0.14852472259897398,0.005931328268502288,0.009798398202620665,0.010572418754133492,1
task,T+V missing,DeltaMAE,REL,H0,3,0.15979517031450574,0.009066471202350258,0.14852472259897398,0.005931328268502288,0.011270447715531762,0.006940481808403174,0
task,T+V missing,DeltaMAE,REL,B3_POINT,3,0.15979517031450574,0.009066471202350258,0.15832312080159464,0.005907209139311449,0.0014720495129110962,0.014966869706795246,2
task,T+V missing,MAE,H0,B3_POINT,3,0.8176388614795959,0.001271548064362886,0.8220302585855537,0.0039042843865577243,-0.004391397105957669,0.005070738711681823,2
task,T+V missing,MAE,B3_POINT,H0,3,0.8220302585855537,0.0039042843865577243,0.8176388614795959,0.001271548064362886,0.004391397105957669,0.005070738711681823,1
task,T+V missing,MAE,REL,H0,3,0.8163952904361107,0.004022141386761297,0.8176388614795959,0.001271548064362886,-0.0012435710434852327,0.004753392369091637,2
task,T+V missing,MAE,REL,B3_POINT,3,0.8163952904361107,0.004022141386761297,0.8220302585855537,0.0039042843865577243,-0.005634968149442902,0.0023914005949577303,3
task,V missing,Corr,H0,B3_POINT,3,0.5908628952204117,0.009798513019972394,0.6036849471135609,0.004977770029036975,-0.012822051893149259,0.011522862685030624,3
task,V missing,Corr,B3_POINT,H0,3,0.6036849471135609,0.004977770029036975,0.5908628952204117,0.009798513019972394,0.012822051893149259,0.011522862685030624,0
task,V missing,Corr,REL,H0,3,0.6018865778623749,0.0030272447251553517,0.5908628952204117,0.009798513019972394,0.011023682641963295,0.006929582395498103,0
task,V missing,Corr,REL,B3_POINT,3,0.6018865778623749,0.0030272447251553517,0.6036849471135609,0.004977770029036975,-0.0017983692511859644,0.0067471582772511175,2
task,V missing,DeltaCorr,H0,B3_POINT,3,0.004791410107075178,0.008459001366972202,-0.002131124655707121,0.011903025438631826,0.006922534762782299,0.01016744696335022,1
task,V missing,DeltaCorr,B3_POINT,H0,3,-0.002131124655707121,0.011903025438631826,0.004791410107075178,0.008459001366972202,-0.006922534762782299,0.01016744696335022,2
task,V missing,DeltaCorr,REL,H0,3,0.0009858217456361433,0.0070711672078250225,0.004791410107075178,0.008459001366972202,-0.003805588361439035,0.010599316606200088,1
task,V missing,DeltaCorr,REL,B3_POINT,3,0.0009858217456361433,0.0070711672078250225,-0.002131124655707121,0.011903025438631826,0.0031169464013432644,0.006629630644199247,2
task,V missing,DeltaMAE,H0,B3_POINT,3,0.005252996897683955,0.003117309903408852,0.0008902310992366935,0.006379210678894618,0.004362765798447262,0.00845550023940219,1
task,V missing,DeltaMAE,B3_POINT,H0,3,0.0008902310992366935,0.006379210678894618,0.005252996897683955,0.003117309903408852,-0.004362765798447262,0.00845550023940219,2
task,V missing,DeltaMAE,REL,H0,3,0.003210063032836441,0.006601708630700457,0.005252996897683955,0.003117309903408852,-0.0020429338648475146,0.008856032453631146,2
task,V missing,DeltaMAE,REL,B3_POINT,3,0.003210063032836441,0.006601708630700457,0.0008902310992366935,0.006379210678894618,0.0023198319335997475,0.000673565974398561,0
task,V missing,MAE,H0,B3_POINT,3,0.6743671357783058,0.00844375752150636,0.6645973688831956,0.008255860455991047,0.009769766895110258,0.013022628997069198,1
task,V missing,MAE,B3_POINT,H0,3,0.6645973688831956,0.008255860455991047,0.6743671357783058,0.00844375752150636,-0.009769766895110258,0.013022628997069198,2
task,V missing,MAE,REL,H0,3,0.6598101831544413,0.00856998215491364,0.6743671357783058,0.00844375752150636,-0.014556952623864508,0.001374695724578659,3
task,V missing,MAE,REL,B3_POINT,3,0.6598101831544413,0.00856998215491364,0.6645973688831956,0.008255860455991047,-0.004787185728754251,0.013926652195620065,2
task,missAvg,Corr,H0,B3_POINT,3,0.41820578737324143,0.002325893736860761,0.42128215455177553,0.00454193044797568,-0.0030763671785341007,0.003241681792064989,2
task,missAvg,Corr,B3_POINT,H0,3,0.42128215455177553,0.00454193044797568,0.41820578737324143,0.002325893736860761,0.0030763671785341007,0.003241681792064989,1
task,missAvg,Corr,REL,H0,3,0.4298744483093399,0.002773036474789891,0.41820578737324143,0.002325893736860761,0.011668660936098474,0.004994405131814738,0
task,missAvg,Corr,REL,B3_POINT,3,0.4298744483093399,0.002773036474789891,0.42128215455177553,0.00454193044797568,0.008592293757564373,0.006209341127779685,0
task,missAvg,DeltaCorr,H0,B3_POINT,3,0.17744851795424546,0.0032129092845103084,0.18027166790607832,0.0052732122844149085,-0.0028231499518328595,0.006952462192297988,2
task,missAvg,DeltaCorr,B3_POINT,H0,3,0.18027166790607832,0.0052732122844149085,0.17744851795424546,0.0032129092845103084,0.0028231499518328595,0.006952462192297988,1
task,missAvg,DeltaCorr,REL,H0,3,0.17299795129867124,0.0106426569458635,0.17744851795424546,0.0032129092845103084,-0.0044505666555742325,0.008059019592074366,2
task,missAvg,DeltaCorr,REL,B3_POINT,3,0.17299795129867124,0.0106426569458635,0.18027166790607832,0.0052732122844149085,-0.007273716607407092,0.010723669393418869,2
task,missAvg,DeltaMAE,H0,B3_POINT,3,0.07150540840928926,0.006680213987520332,0.07285451589968246,0.0012591320220610325,-0.0013491074903932098,0.007590872945096573,1
task,missAvg,DeltaMAE,B3_POINT,H0,3,0.07285451589968246,0.0012591320220610325,0.07150540840928926,0.006680213987520332,0.0013491074903932098,0.007590872945096573,2
task,missAvg,DeltaMAE,REL,H0,3,0.07771316263889338,0.009850495928544742,0.07150540840928926,0.006680213987520332,0.006207754229604133,0.008839995891723232,1
task,missAvg,DeltaMAE,REL,B3_POINT,3,0.07771316263889338,0.009850495928544742,0.07285451589968246,0.0012591320220610325,0.004858646739210923,0.011077092700438348,2
task,missAvg,MAE,H0,B3_POINT,3,0.7406195472899112,0.0011611644790848227,0.7365616536836413,0.0009073109510885229,0.004057893606269847,0.0009646442879655444,0
task,missAvg,MAE,B3_POINT,H0,3,0.7365616536836413,0.0009073109510885229,0.7406195472899112,0.0011611644790848227,-0.004057893606269847,0.0009646442879655444,3
task,missAvg,MAE,REL,H0,3,0.7343132827604983,0.004150631757057245,0.7406195472899112,0.0011611644790848227,-0.00630626452941289,0.005167315562714663,3
task,missAvg,MAE,REL,B3_POINT,3,0.7343132827604983,0.004150631757057245,0.7365616536836413,0.0009073109510885229,-0.002248370923143043,0.004302928800401752,2
